step_index,time_ms_from_start,mode_1_coefficient,mode_2_coefficient,mode_3_coefficient,action_norm_tsc_CS1U,action_norm_tsc_CS2U,action_norm_tsc_CS3U,action_norm_tsc_CS1L,action_norm_tsc_CS2L,action_norm_tsc_CS3L,action_norm_tsc_CS4U,action_norm_tsc_CS4L,action_norm_tsc_PF2U,action_norm_tsc_PF2L,action_norm_tsc_PF3U,action_norm_tsc_PF3L,action_norm_tsc_PF4U,action_norm_tsc_PF4L
10,100,0.14606661553497394,0.2509908399311615,0.05900843609612033,-0.09126469155809719,-0.12266442245412319,-0.07333881902543932,0.029685101778488175,0.07273837661185875,0.05470255763560127,-0.03460702432648233,0.03373429675719494,-0.053275860368635256,0.07887593556280119,-0.01810370840402866,0.10469550569803031,0.06179274355832893,0.15294575619376222
11,110,-0.8689019269553486,-1.3613055953182878,0.7449068669037617,0.9819218218449645,0.9309707359923735,0.5381514291598679,0.3036543353525936,-0.15886238539178324,-0.18290674608044716,0.2685801645767512,-0.11926678969496432,0.4844302942323329,-0.28464178952731684,0.383158922391114,-0.35471092152656397,0.10251352184567125,-0.4543726950205267
12,120,-0.21198628928047197,-0.16391496554601098,0.5999209209163072,0.34902265518437325,0.2589029536634721,0.1499596133475085,0.23062345758328273,0.06785813498829806,0.018136885704161734,0.08218427110784914,0.009078149782721997,0.1767052322258281,0.021469980845383454,0.210116388358563,0.04879748200917639,0.2496413033694957,0.12199133288218378
13,130,0.03205893373294061,-0.2027650000000008,0.22559641495695462,0.20468526991273092,0.12035665753297974,0.052243204607429934,0.163890593121806,0.06398814024857855,0.019503750274682024,0.02204986133611061,0.00610684958960815,0.033787103182688134,0.003885156371066711,0.02177910610986377,-0.004407061027590497,-0.003974779167103965,-0.019982931727237033
14,140,0.02145564202421857,-0.5448859878787722,0.37685390377494327,0.4422882235079634,0.28865177513877927,0.13074063170273725,0.3074923763001941,0.0913961039145826,0.011397081068990516,0.054589243334679655,-0.00545029560607185,0.07711650240018987,-0.03516601889852211,0.028708905650151027,-0.06994276345962182,-0.07320166885098424,-0.13800522777945812
15,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
